,Parent,Child,ParentGeneName,ChildGeneName
3341,ENSG00000234616,ENSG00000177556,JRK,ATOX1
3342,ENSG00000234616,ENSG00000258951,JRK,CTD-2540L5.3
3343,ENSG00000234616,ENSG00000214239,JRK,AL591025.1
3344,ENSG00000234616,ENSG00000053438,JRK,NNAT
3345,ENSG00000235863,ENSG00000236104,B3GALT4,ZBTB22
3346,ENSG00000235863,ENSG00000173153,B3GALT4,ESRRA
3347,ENSG00000235863,ENSG00000166337,B3GALT4,TAF10
3348,ENSG00000236104,ENSG00000099203,ZBTB22,TMED1
3349,ENSG00000236901,ENSG00000198106,MIR600HG,SNX29P2
3350,ENSG00000236901,ENSG00000145911,MIR600HG,N4BP3
3351,ENSG00000236901,ENSG00000103365,MIR600HG,GGA2
3352,ENSG00000236901,ENSG00000154102,MIR600HG,C16orf74
3353,ENSG00000236901,ENSG00000150995,MIR600HG,ITPR1
3354,ENSG00000236901,ENSG00000065923,MIR600HG,SLC9A7
3355,ENSG00000237638,ENSG00000112290,AC007386.2,WASF1
3356,ENSG00000238227,ENSG00000010256,C9orf69,UQCRC1
3357,ENSG00000238227,ENSG00000099817,C9orf69,POLR2E
3358,ENSG00000238227,ENSG00000196544,C9orf69,C17orf59
3359,ENSG00000238227,ENSG00000235314,C9orf69,AC017116.8
3360,ENSG00000238227,ENSG00000108639,C9orf69,SYNGR2
3361,ENSG00000238227,ENSG00000128294,C9orf69,TPST2
3362,ENSG00000238227,ENSG00000120314,C9orf69,WDR55
3363,ENSG00000238227,ENSG00000159069,C9orf69,FBXW5
3364,ENSG00000238227,ENSG00000243364,C9orf69,EFNA4
3365,ENSG00000238227,ENSG00000114383,C9orf69,TUSC2
3366,ENSG00000238227,ENSG00000177352,C9orf69,CCDC71
3367,ENSG00000238227,ENSG00000170619,C9orf69,COMMD5
3368,ENSG00000238881,ENSG00000184260,SCARNA2,HIST2H2AC
3369,ENSG00000239305,ENSG00000255823,RNF103,MTRNR2L8
3370,ENSG00000239306,ENSG00000140323,RBM14,DISP2
3371,ENSG00000239306,ENSG00000106100,RBM14,NOD1
3372,ENSG00000239306,ENSG00000134452,RBM14,FBXO18
3373,ENSG00000239306,ENSG00000105085,RBM14,MED26
3374,ENSG00000239306,ENSG00000227799,RBM14,AC012358.4
3375,ENSG00000239306,ENSG00000230124,RBM14,RP5-1180C10.2
3376,ENSG00000239306,ENSG00000090857,RBM14,PDPR
3377,ENSG00000239306,ENSG00000149187,RBM14,CELF1
3378,ENSG00000239306,ENSG00000135436,RBM14,FAM186B
3379,ENSG00000240336,ENSG00000135414,RP11-405L18.1,GDF11
3380,ENSG00000240505,ENSG00000128438,TNFRSF13B,TBC1D27
3381,ENSG00000241549,ENSG00000261584,GUSBP2,RP11-457M11.5
3382,ENSG00000241945,ENSG00000177427,PWP2,SMCR7
3383,ENSG00000241945,ENSG00000167130,PWP2,DOLPP1
3384,ENSG00000241945,ENSG00000105617,PWP2,LENG1
3385,ENSG00000241945,ENSG00000114988,PWP2,LMAN2L
3386,ENSG00000241945,ENSG00000127191,PWP2,TRAF2
3387,ENSG00000241945,ENSG00000214279,PWP2,RP11-108K14.4
3388,ENSG00000241945,ENSG00000066230,PWP2,SLC9A3
3389,ENSG00000243147,ENSG00000175110,MRPL33,MRPS22
3390,ENSG00000243147,ENSG00000135211,MRPL33,TMEM60
3391,ENSG00000243811,ENSG00000170545,APOBEC3D,SMAGP
3392,ENSG00000243811,ENSG00000128394,APOBEC3D,APOBEC3F
3393,ENSG00000243811,ENSG00000263874,APOBEC3D,LINC00672
3394,ENSG00000244734,ENSG00000251705,HBB,RNA5-8SP6
3395,ENSG00000245164,ENSG00000138443,RP11-622O11.2,ABI2
3396,ENSG00000245164,ENSG00000260711,RP11-622O11.2,RP11-747H7.3
3397,ENSG00000245164,ENSG00000141293,RP11-622O11.2,SKAP1
3398,ENSG00000245164,ENSG00000184402,RP11-622O11.2,SS18L1
3399,ENSG00000245164,ENSG00000218739,RP11-622O11.2,AC007390.5
3400,ENSG00000245164,ENSG00000234420,RP11-622O11.2,ZNF37BP
3401,ENSG00000245164,ENSG00000259326,RP11-622O11.2,RP11-102L12.2
3402,ENSG00000245164,ENSG00000172888,RP11-622O11.2,ZNF621
3403,ENSG00000245205,ENSG00000207650,RP11-841C19.6,MIR570
3404,ENSG00000245910,ENSG00000163882,SNHG6,POLR2H
3405,ENSG00000245910,ENSG00000197989,SNHG6,SNHG12
3406,ENSG00000245910,ENSG00000116898,SNHG6,MRPS15
3407,ENSG00000245910,ENSG00000167286,SNHG6,CD3D
3408,ENSG00000245937,ENSG00000182700,CTC-228N24.3,IGIP
3409,ENSG00000245937,ENSG00000223768,CTC-228N24.3,LINC00205
3410,ENSG00000246067,ENSG00000245970,RP11-113K21.5,KB-1208A12.3
3411,ENSG00000247596,ENSG00000241553,TWF2,ARPC4
3412,ENSG00000247828,ENSG00000198130,TMEM161B-AS1,HIBCH
3413,ENSG00000247828,ENSG00000158417,TMEM161B-AS1,EIF5B
3414,ENSG00000247828,ENSG00000144362,TMEM161B-AS1,PHOSPHO2
3415,ENSG00000249437,ENSG00000179978,NAIP,RP11-1319K7.1
3416,ENSG00000249915,ENSG00000254461,PDCD6,RP11-755F10.3
3417,ENSG00000250317,ENSG00000178381,C4orf52,ZFAND2A
3418,ENSG00000253203,ENSG00000226259,GUSBP3,GTF2H2B
3419,ENSG00000253352,ENSG00000170234,TUG1,PWWP2A
3420,ENSG00000253352,ENSG00000225920,TUG1,RIMKLBP2
3421,ENSG00000253352,ENSG00000119414,TUG1,PPP6C
3422,ENSG00000253352,ENSG00000122779,TUG1,TRIM24
3423,ENSG00000254469,ENSG00000231611,RP11-849H4.2,AP006216.11
3424,ENSG00000254469,ENSG00000198150,RP11-849H4.2,AC135178.1
3425,ENSG00000255150,ENSG00000203799,EID3,CCDC162P
3426,ENSG00000255717,ENSG00000232956,SNHG1,SNHG15
3427,ENSG00000255717,ENSG00000268471,SNHG1,DKFZP434I0714
3428,ENSG00000255717,ENSG00000089195,SNHG1,TRMT6
3429,ENSG00000255717,ENSG00000241343,SNHG1,RPL36A
3430,ENSG00000255717,ENSG00000163001,SNHG1,CCDC104
3431,ENSG00000255717,ENSG00000078319,SNHG1,PMS2P1
3432,ENSG00000255717,ENSG00000171453,SNHG1,POLR1C
3433,ENSG00000255717,ENSG00000237188,SNHG1,RP11-337C18.8
3434,ENSG00000256087,ENSG00000144827,ZNF432,ABHD10
3435,ENSG00000256683,ENSG00000196757,ZNF350,ZNF700
3436,ENSG00000256683,ENSG00000176024,ZNF350,ZNF613
3437,ENSG00000256683,ENSG00000257621,ZNF350,RP11-349A22.5
3438,ENSG00000256872,ENSG00000261408,NOL12,TEN1-CDK3
3439,ENSG00000257103,ENSG00000216490,LSM14A,IFI30
3440,ENSG00000257267,ENSG00000117155,ZNF271,SSX2IP
3441,ENSG00000260267,ENSG00000257135,RP11-452L6.5,RP11-320M2.1
3442,ENSG00000260267,ENSG00000074276,RP11-452L6.5,CDHR2
3443,ENSG00000260482,ENSG00000166847,CTD-2196E14.9,DCTN5
3444,ENSG00000260528,ENSG00000233013,FAM157C,FAM157B
3445,ENSG00000260528,ENSG00000233214,FAM157C,AC002511.2
3446,ENSG00000260528,ENSG00000244758,FAM157C,AC093627.6
3447,ENSG00000260528,ENSG00000240618,FAM157C,RP11-206L10.5
3448,ENSG00000260916,ENSG00000006652,CCPG1,IFRD1
3449,ENSG00000260916,ENSG00000103353,CCPG1,UBFD1
3450,ENSG00000260916,ENSG00000179915,CCPG1,NRXN1
3451,ENSG00000260942,ENSG00000167272,RP11-27M15.1,POP5
3452,ENSG00000260942,ENSG00000126246,RP11-27M15.1,IGFLR1
3453,ENSG00000262222,ENSG00000163684,RP11-876N24.4,RPP14
3454,ENSG00000263142,ENSG00000214425,RP11-156P1.1,LRRC37A4P
3455,ENSG00000263563,ENSG00000170315,UBBP4,UBB
3456,ENSG00000265206,ENSG00000104859,hsa-mir-142,CLASRP
3457,ENSG00000267121,ENSG00000230149,CTD-2020K17.1,RP3-508I15.19
3458,ENSG00000267194,ENSG00000108984,RP1-193H18.2,MAP2K6
3459,ENSG00000267321,ENSG00000254635,RP11-1094M14.11,WAC-AS1
3460,ENSG00000267383,ENSG00000213988,CTC-260E6.6,ZNF90
3461,ENSG00000267519,ENSG00000010361,CTD-3252C9.4,FUZ
3462,ENSG00000267749,ENSG00000267096,CTC-265F19.1,CTD-2537I9.13
3463,ENSG00000268027,ENSG00000023445,AC006129.2,BIRC3
3464,ENSG00000268205,ENSG00000138443,CTC-444N24.11,ABI2
3465,ENSG00000268516,ENSG00000226742,CTD-3138B18.5,HSBP1L1
3466,ENSG00000268516,ENSG00000153790,CTD-3138B18.5,C7orf31
3467,ENSG00000269404,ENSG00000177548,SPIB,RABEP2
3468,ENSG00000004838,ENSG00000246982,ZMYND10,RP1-179N16.6
3469,ENSG00000005194,ENSG00000247572,CIAPIN1,CTC-281B15.1
3470,ENSG00000005206,ENSG00000166965,SPPL2B,RCCD1
3471,ENSG00000005206,ENSG00000176108,SPPL2B,CHMP6
3472,ENSG00000005206,ENSG00000188277,SPPL2B,C15orf62
3473,ENSG00000005339,ENSG00000099308,CREBBP,MAST3
3474,ENSG00000005339,ENSG00000130939,CREBBP,UBE4B
3475,ENSG00000005339,ENSG00000160584,CREBBP,SIK3
3476,ENSG00000005339,ENSG00000101608,CREBBP,MYL12A
3477,ENSG00000005339,ENSG00000171475,CREBBP,WIPF2
3478,ENSG00000005339,ENSG00000109118,CREBBP,PHF12
3479,ENSG00000005379,ENSG00000107317,BZRAP1,PTGDS
3480,ENSG00000005483,ENSG00000198408,MLL5,MGEA5
3481,ENSG00000005810,ENSG00000119397,MYCBP2,CNTRL
3482,ENSG00000005810,ENSG00000152818,MYCBP2,UTRN
3483,ENSG00000005893,ENSG00000136156,LAMP2,ITM2B
3484,ENSG00000005893,ENSG00000139946,LAMP2,PELI2
3485,ENSG00000005893,ENSG00000175538,LAMP2,KCNE3
3486,ENSG00000005893,ENSG00000092531,LAMP2,SNAP23
3487,ENSG00000005893,ENSG00000138678,LAMP2,AGPAT9
3488,ENSG00000005893,ENSG00000103194,LAMP2,USP10
3489,ENSG00000005893,ENSG00000162704,LAMP2,ARPC5
3490,ENSG00000005893,ENSG00000262714,LAMP2,RP11-44F14.8
3491,ENSG00000005893,ENSG00000113532,LAMP2,ST8SIA4
3492,ENSG00000005893,ENSG00000130703,LAMP2,OSBPL2
3493,ENSG00000006194,ENSG00000175482,ZNF263,POLD4
3494,ENSG00000006194,ENSG00000151062,ZNF263,CACNA2D4
3495,ENSG00000006194,ENSG00000163597,ZNF263,SNHG16
3496,ENSG00000006194,ENSG00000266173,ZNF263,STRADA
3497,ENSG00000006194,ENSG00000184207,ZNF263,PGP
3498,ENSG00000007392,ENSG00000030066,LUC7L,NUP160
3499,ENSG00000007392,ENSG00000119640,LUC7L,ACYP1
3500,ENSG00000007392,ENSG00000156232,LUC7L,WHAMM
3501,ENSG00000007392,ENSG00000162222,LUC7L,TTC9C
3502,ENSG00000007392,ENSG00000168273,LUC7L,SMIM4
3503,ENSG00000007392,ENSG00000154144,LUC7L,TBRG1
3504,ENSG00000007392,ENSG00000121774,LUC7L,KHDRBS1
3505,ENSG00000007392,ENSG00000214226,LUC7L,C17orf67
3506,ENSG00000007392,ENSG00000147166,LUC7L,ITGB1BP2
3507,ENSG00000007392,ENSG00000230177,LUC7L,RP5-1112D6.4
3508,ENSG00000010244,ENSG00000244513,ZNF207,CTD-2013N24.2
3509,ENSG00000010244,ENSG00000177054,ZNF207,ZDHHC13
3510,ENSG00000010322,ENSG00000081791,NISCH,KIAA0141
3511,ENSG00000010322,ENSG00000100425,NISCH,BRD1
3512,ENSG00000010322,ENSG00000104365,NISCH,IKBKB
3513,ENSG00000010322,ENSG00000126351,NISCH,THRA
3514,ENSG00000010322,ENSG00000141644,NISCH,MBD1
3515,ENSG00000010322,ENSG00000177051,NISCH,FBXO46
3516,ENSG00000010322,ENSG00000167895,NISCH,TMC8
3517,ENSG00000010322,ENSG00000171720,NISCH,HDAC3
3518,ENSG00000010322,ENSG00000184381,NISCH,PLA2G6
3519,ENSG00000010322,ENSG00000198089,NISCH,SFI1
3520,ENSG00000010322,ENSG00000267548,NISCH,RP11-229E13.2
3521,ENSG00000010322,ENSG00000197183,NISCH,C20orf112
3522,ENSG00000010322,ENSG00000011478,NISCH,QPCTL
3523,ENSG00000010322,ENSG00000157379,NISCH,DHRS1
3524,ENSG00000010322,ENSG00000116151,NISCH,MORN1
3525,ENSG00000010322,ENSG00000164707,NISCH,SLC13A4
3526,ENSG00000010322,ENSG00000139636,NISCH,LMBR1L
3527,ENSG00000010322,ENSG00000038358,NISCH,EDC4
3528,ENSG00000011198,ENSG00000104450,ABHD5,SPAG1
3529,ENSG00000011198,ENSG00000108582,ABHD5,CPD
3530,ENSG00000011198,ENSG00000120868,ABHD5,APAF1
3531,ENSG00000011198,ENSG00000213390,ABHD5,ARHGAP19
3532,ENSG00000011198,ENSG00000161533,ABHD5,ACOX1
3533,ENSG00000011304,ENSG00000040531,PTBP1,CTNS
3534,ENSG00000011304,ENSG00000103966,PTBP1,EHD4
3535,ENSG00000011304,ENSG00000104774,PTBP1,MAN2B1
3536,ENSG00000011600,ENSG00000103490,TYROBP,PYCARD
3537,ENSG00000011600,ENSG00000136689,TYROBP,IL1RN
3538,ENSG00000012232,ENSG00000075426,EXTL3,FOSL2
3539,ENSG00000012232,ENSG00000103196,EXTL3,CRISPLD2
3540,ENSG00000012232,ENSG00000080815,EXTL3,PSEN1
3541,ENSG00000014824,ENSG00000020922,SLC30A9,MRE11A
3542,ENSG00000014824,ENSG00000174780,SLC30A9,SRP72
3543,ENSG00000021762,ENSG00000108798,OSBPL5,ABI3
3544,ENSG00000021762,ENSG00000167508,OSBPL5,MVD
3545,ENSG00000021762,ENSG00000232434,OSBPL5,C9orf172
3546,ENSG00000022976,ENSG00000083812,ZNF839,ZNF324
3547,ENSG00000023041,ENSG00000102078,ZDHHC6,SLC25A14
3548,ENSG00000023734,ENSG00000151923,STRAP,TIAL1
3549,ENSG00000028137,ENSG00000153786,TNFRSF1B,ZDHHC7
3550,ENSG00000028137,ENSG00000186350,TNFRSF1B,RXRA
3551,ENSG00000028137,ENSG00000108774,TNFRSF1B,RAB5C
3552,ENSG00000028137,ENSG00000162889,TNFRSF1B,MAPKAPK2
3553,ENSG00000028137,ENSG00000114738,TNFRSF1B,MAPKAPK3
3554,ENSG00000028137,ENSG00000111252,TNFRSF1B,SH2B3
3555,ENSG00000035141,ENSG00000135521,FAM136A,LTV1
3556,ENSG00000035403,ENSG00000164236,VCL,ANKRD33B
3557,ENSG00000035862,ENSG00000089902,TIMP2,RCOR1
3558,ENSG00000036257,ENSG00000121749,CUL3,TBC1D15
3559,ENSG00000036257,ENSG00000138081,CUL3,FBXO11
3560,ENSG00000036257,ENSG00000198399,CUL3,ITSN2
3561,ENSG00000036257,ENSG00000164190,CUL3,NIPBL
3562,ENSG00000041357,ENSG00000143418,PSMA4,CERS2
3563,ENSG00000041357,ENSG00000086061,PSMA4,DNAJA1
3564,ENSG00000041357,ENSG00000161011,PSMA4,SQSTM1
3565,ENSG00000041357,ENSG00000152422,PSMA4,XRCC4
3566,ENSG00000041357,ENSG00000158109,PSMA4,TPRG1L
3567,ENSG00000041357,ENSG00000135926,PSMA4,TMBIM1
3568,ENSG00000048707,ENSG00000136504,VPS13D,KAT7
3569,ENSG00000048707,ENSG00000143398,VPS13D,PIP5K1A
3570,ENSG00000048707,ENSG00000049618,VPS13D,ARID1B
3571,ENSG00000048707,ENSG00000141027,VPS13D,NCOR1
3572,ENSG00000048707,ENSG00000115902,VPS13D,SLC1A4
3573,ENSG00000048707,ENSG00000228492,VPS13D,RAB11FIP1P1
3574,ENSG00000048707,ENSG00000185219,VPS13D,ZNF445
3575,ENSG00000048707,ENSG00000251390,VPS13D,RP11-276A18.2
3576,ENSG00000048707,ENSG00000152223,VPS13D,EPG5
3577,ENSG00000048707,ENSG00000117523,VPS13D,PRRC2C
3578,ENSG00000048707,ENSG00000168014,VPS13D,C2CD3
3579,ENSG00000048707,ENSG00000168137,VPS13D,SETD5
3580,ENSG00000048707,ENSG00000244687,VPS13D,UBE2V1
3581,ENSG00000049618,ENSG00000157110,ARID1B,RBPMS
3582,ENSG00000049618,ENSG00000080503,ARID1B,SMARCA2
3583,ENSG00000049618,ENSG00000170145,ARID1B,SIK2
3584,ENSG00000049618,ENSG00000100426,ARID1B,ZBED4
3585,ENSG00000049769,ENSG00000092096,PPP1R3F,SLC22A17
3586,ENSG00000049769,ENSG00000114631,PPP1R3F,PODXL2
3587,ENSG00000050426,ENSG00000137504,LETMD1,CREBZF
3588,ENSG00000050426,ENSG00000198556,LETMD1,ZNF789
3589,ENSG00000050426,ENSG00000101452,LETMD1,DHX35
3590,ENSG00000050426,ENSG00000169062,LETMD1,UPF3A
3591,ENSG00000050426,ENSG00000118242,LETMD1,MREG
3592,ENSG00000054793,ENSG00000168994,ATP9A,PXDC1
3593,ENSG00000055163,ENSG00000131370,CYFIP2,SH3BP5
3594,ENSG00000055163,ENSG00000106789,CYFIP2,CORO2A
3595,ENSG00000055163,ENSG00000138617,CYFIP2,PARP16
3596,ENSG00000055332,ENSG00000122729,EIF2AK2,ACO1
3597,ENSG00000055332,ENSG00000135899,EIF2AK2,SP110
3598,ENSG00000056558,ENSG00000008517,TRAF1,IL32
3599,ENSG00000056558,ENSG00000185453,TRAF1,C19orf68
3600,ENSG00000056558,ENSG00000226419,TRAF1,RP11-31F15.1
3601,ENSG00000056558,ENSG00000243335,TRAF1,KCTD7
3602,ENSG00000056558,ENSG00000180096,TRAF1,1-Sep
3603,ENSG00000056558,ENSG00000143515,TRAF1,ATP8B2
3604,ENSG00000056558,ENSG00000100311,TRAF1,PDGFB
3605,ENSG00000058866,ENSG00000154237,DGKG,LRRK1
3606,ENSG00000064999,ENSG00000267350,ANKS1A,RP1-178F10.3
3607,ENSG00000065000,ENSG00000205356,AP3D1,TECPR1
3608,ENSG00000065000,ENSG00000140632,AP3D1,GLYR1
3609,ENSG00000065000,ENSG00000165458,AP3D1,INPPL1
3610,ENSG00000065000,ENSG00000116809,AP3D1,ZBTB17
3611,ENSG00000065029,ENSG00000053501,ZNF76,USE1
3612,ENSG00000065029,ENSG00000102302,ZNF76,FGD1
3613,ENSG00000065029,ENSG00000129282,ZNF76,MRM1
3614,ENSG00000065029,ENSG00000167333,ZNF76,TRIM68
3615,ENSG00000065029,ENSG00000240875,ZNF76,RP11-392A22.2
3616,ENSG00000065029,ENSG00000105519,ZNF76,CAPS
3617,ENSG00000065029,ENSG00000141101,ZNF76,NOB1
3618,ENSG00000065029,ENSG00000268947,ZNF76,AD000684.2
3619,ENSG00000065548,ENSG00000157181,ZC3H15,C1orf27
3620,ENSG00000065548,ENSG00000174720,ZC3H15,LARP7
3621,ENSG00000065548,ENSG00000112312,ZC3H15,GMNN
3622,ENSG00000066135,ENSG00000101079,KDM4A,NDRG3
3623,ENSG00000066135,ENSG00000163877,KDM4A,SNIP1
3624,ENSG00000066135,ENSG00000023892,KDM4A,DEF6
3625,ENSG00000067182,ENSG00000132589,TNFRSF1A,FLOT2
3626,ENSG00000067182,ENSG00000116514,TNFRSF1A,RNF19B
3627,ENSG00000067182,ENSG00000135083,TNFRSF1A,CCNJL
3628,ENSG00000067182,ENSG00000100647,TNFRSF1A,KIAA0247
3629,ENSG00000067182,ENSG00000008323,TNFRSF1A,PLEKHG6
3630,ENSG00000067182,ENSG00000066336,TNFRSF1A,SPI1
3631,ENSG00000067182,ENSG00000171777,TNFRSF1A,RASGRP4
3632,ENSG00000067182,ENSG00000167470,TNFRSF1A,MIDN
3633,ENSG00000067182,ENSG00000111321,TNFRSF1A,LTBR
3634,ENSG00000067182,ENSG00000225313,TNFRSF1A,RP11-415J8.3
3635,ENSG00000067182,ENSG00000140332,TNFRSF1A,TLE3
3636,ENSG00000067369,ENSG00000188931,TP53BP1,C1orf192
3637,ENSG00000067704,ENSG00000106554,IARS2,CHCHD3
3638,ENSG00000067836,ENSG00000226608,ROGDI,FTLP3
3639,ENSG00000068024,ENSG00000007237,HDAC4,GAS7
3640,ENSG00000068366,ENSG00000090376,ACSL4,IRAK3
3641,ENSG00000068366,ENSG00000155130,ACSL4,MARCKS
3642,ENSG00000068366,ENSG00000205664,ACSL4,RP11-706O15.1
3643,ENSG00000068366,ENSG00000138190,ACSL4,EXOC6
3644,ENSG00000068438,ENSG00000198546,FTSJ1,ZNF511
3645,ENSG00000068438,ENSG00000204392,FTSJ1,LSM2
3646,ENSG00000069943,ENSG00000186496,PIGB,ZNF396
3647,ENSG00000069974,ENSG00000086288,RAB27A,NME8
3648,ENSG00000069974,ENSG00000173930,RAB27A,SLCO4C1
3649,ENSG00000069974,ENSG00000054523,RAB27A,KIF1B
3650,ENSG00000070614,ENSG00000125810,NDST1,CD93
3651,ENSG00000071051,ENSG00000198873,NCK2,GRK5
3652,ENSG00000071127,ENSG00000106244,WDR1,PDAP1
3653,ENSG00000071994,ENSG00000138686,PDCD2,BBS7
3654,ENSG00000071994,ENSG00000198042,PDCD2,MAK16
3655,ENSG00000071994,ENSG00000121897,PDCD2,LIAS
3656,ENSG00000071994,ENSG00000130818,PDCD2,ZNF426
3657,ENSG00000071994,ENSG00000196387,PDCD2,ZNF140
3658,ENSG00000071994,ENSG00000078596,PDCD2,ITM2A
3659,ENSG00000071994,ENSG00000011260,PDCD2,UTP18
3660,ENSG00000072110,ENSG00000127946,ACTN1,HIP1
3661,ENSG00000072110,ENSG00000171608,ACTN1,PIK3CD
3662,ENSG00000072110,ENSG00000177105,ACTN1,RHOG
3663,ENSG00000072110,ENSG00000151651,ACTN1,ADAM8
3664,ENSG00000073350,ENSG00000175873,LLGL2,AC004840.9
3665,ENSG00000073350,ENSG00000116133,LLGL2,DHCR24
3666,ENSG00000073350,ENSG00000101004,LLGL2,NINL
3667,ENSG00000073350,ENSG00000006025,LLGL2,OSBPL7
3668,ENSG00000073350,ENSG00000238268,LLGL2,RP11-229P13.19
3669,ENSG00000073350,ENSG00000007402,LLGL2,CACNA2D2
3670,ENSG00000073614,ENSG00000137815,KDM5A,RTF1
3671,ENSG00000073910,ENSG00000131355,FRY,EMR3
3672,ENSG00000073910,ENSG00000156026,FRY,MCU
3673,ENSG00000073910,ENSG00000075651,FRY,PLD1
3674,ENSG00000073910,ENSG00000106829,FRY,TLE4
3675,ENSG00000073910,ENSG00000123066,FRY,MED13L
3676,ENSG00000073910,ENSG00000139436,FRY,GIT2
3677,ENSG00000073910,ENSG00000198673,FRY,FAM19A2
3678,ENSG00000073910,ENSG00000230633,FRY,RP11-37E23.5
3679,ENSG00000074416,ENSG00000134668,MGLL,SPOCD1
3680,ENSG00000074416,ENSG00000128578,MGLL,STRIP2
3681,ENSG00000074755,ENSG00000086062,ZZEF1,B4GALT1
3682,ENSG00000074755,ENSG00000147010,ZZEF1,SH3KBP1
3683,ENSG00000074755,ENSG00000096070,ZZEF1,BRPF3
3684,ENSG00000074755,ENSG00000124422,ZZEF1,USP22
3685,ENSG00000074755,ENSG00000231799,ZZEF1,RP13-93L13.2
3686,ENSG00000074755,ENSG00000171853,ZZEF1,TRAPPC12
3687,ENSG00000074755,ENSG00000100813,ZZEF1,ACIN1
3688,ENSG00000074755,ENSG00000014138,ZZEF1,POLA2
3689,ENSG00000074755,ENSG00000112679,ZZEF1,DUSP22
3690,ENSG00000074755,ENSG00000070476,ZZEF1,ZXDC
3691,ENSG00000075303,ENSG00000164332,SLC25A40,UBLCP1
3692,ENSG00000075568,ENSG00000007168,TMEM131,PAFAH1B1
3693,ENSG00000075568,ENSG00000090061,TMEM131,CCNK
3694,ENSG00000075568,ENSG00000141367,TMEM131,CLTC
3695,ENSG00000075568,ENSG00000107036,TMEM131,KIAA1432
3696,ENSG00000075568,ENSG00000177432,TMEM131,NAP1L5
3697,ENSG00000075568,ENSG00000196505,TMEM131,GDAP2
3698,ENSG00000075568,ENSG00000205534,TMEM131,RP11-345J4.8
3699,ENSG00000075568,ENSG00000026508,TMEM131,CD44
3700,ENSG00000075568,ENSG00000136381,TMEM131,IREB2
3701,ENSG00000075568,ENSG00000102893,TMEM131,PHKB
3702,ENSG00000075568,ENSG00000228863,TMEM131,RP11-404F10.2
3703,ENSG00000075568,ENSG00000111145,TMEM131,ELK3
3704,ENSG00000075568,ENSG00000156304,TMEM131,SCAF4
3705,ENSG00000075624,ENSG00000166340,ACTB,TPP1
3706,ENSG00000075624,ENSG00000160211,ACTB,G6PD
3707,ENSG00000075826,ENSG00000166436,SEC31B,TRIM66
3708,ENSG00000076108,ENSG00000178404,BAZ2A,CTD-2373H9.6
3709,ENSG00000076108,ENSG00000142599,BAZ2A,RERE
3710,ENSG00000076242,ENSG00000068438,MLH1,FTSJ1
3711,ENSG00000076242,ENSG00000132386,MLH1,SERPINF1
3712,ENSG00000076242,ENSG00000004455,MLH1,AK2
3713,ENSG00000076242,ENSG00000134697,MLH1,GNL2
3714,ENSG00000076242,ENSG00000085760,MLH1,MTIF2
3715,ENSG00000076685,ENSG00000083223,NT5C2,ZCCHC6
3716,ENSG00000076685,ENSG00000143119,NT5C2,CD53
3717,ENSG00000076685,ENSG00000163393,NT5C2,SLC22A15
3718,ENSG00000076685,ENSG00000261716,NT5C2,RP11-196G18.22
3719,ENSG00000078369,ENSG00000077549,GNB1,CAPZB
3720,ENSG00000078369,ENSG00000173011,GNB1,TADA2B
3721,ENSG00000078668,ENSG00000116288,VDAC3,PARK7
3722,ENSG00000078687,ENSG00000080947,TNRC6C,CROCCP3
3723,ENSG00000078687,ENSG00000103888,TNRC6C,KIAA1199
3724,ENSG00000078687,ENSG00000166398,TNRC6C,KIAA0355
3725,ENSG00000078699,ENSG00000224875,CBFA2T2,AC083949.1
3726,ENSG00000078699,ENSG00000267710,CBFA2T2,AC006116.20
3727,ENSG00000078699,ENSG00000097007,CBFA2T2,ABL1
3728,ENSG00000078699,ENSG00000232545,CBFA2T2,KB-318B8.7
3729,ENSG00000080603,ENSG00000120049,SRCAP,KCNIP2
3730,ENSG00000080603,ENSG00000132024,SRCAP,CC2D1A
3731,ENSG00000080603,ENSG00000198837,SRCAP,DENND4B
3732,ENSG00000080603,ENSG00000229180,SRCAP,GS1-124K5.11
3733,ENSG00000080603,ENSG00000142197,SRCAP,DOPEY2
3734,ENSG00000080603,ENSG00000260417,SRCAP,CTD-2542L18.1
3735,ENSG00000080603,ENSG00000175727,SRCAP,MLXIP
3736,ENSG00000080603,ENSG00000206044,SRCAP,AC005841.1
3737,ENSG00000080603,ENSG00000232710,SRCAP,RP4-669P10.16
3738,ENSG00000084112,ENSG00000177663,SSH1,IL17RA
3739,ENSG00000084112,ENSG00000112624,SSH1,KIAA0240
3740,ENSG00000084234,ENSG00000058866,APLP2,DGKG
3741,ENSG00000084234,ENSG00000072954,APLP2,TMEM38A
3742,ENSG00000084234,ENSG00000143067,APLP2,ZNF697
3743,ENSG00000084731,ENSG00000183044,KIF3C,ABAT
3744,ENSG00000084774,ENSG00000197283,CAD,SYNGAP1
3745,ENSG00000084774,ENSG00000198089,CAD,SFI1
3746,ENSG00000084774,ENSG00000096433,CAD,ITPR3
3747,ENSG00000084774,ENSG00000116396,CAD,KCNC4
3748,ENSG00000084774,ENSG00000179222,CAD,MAGED1
3749,ENSG00000084774,ENSG00000134369,CAD,NAV1
3750,ENSG00000085978,ENSG00000004534,ATG16L1,RBM6
3751,ENSG00000085978,ENSG00000089737,ATG16L1,DDX24
3752,ENSG00000085978,ENSG00000213593,ATG16L1,TMX2
