,Module,Features,GeneName,CellType
1,BcellM10,ENSG00000204389,HSPA1A,Bcell
2,BcellM10,ENSG00000114021,NIT2,Bcell
3,BcellM10,ENSG00000126773,PCNXL4,Bcell
4,BcellM10,ENSG00000010404,IDS,Bcell
5,BcellM10,ENSG00000125637,PSD4,Bcell
6,BcellM10,ENSG00000161970,RPL26,Bcell
7,BcellM10,ENSG00000117362,APH1A,Bcell
8,BcellM10,ENSG00000131374,TBC1D5,Bcell
9,BcellM10,ENSG00000005483,MLL5,Bcell
10,BcellM10,ENSG00000145022,TCTA,Bcell
11,BcellM10,ENSG00000134419,RPS15A,Bcell
12,BcellM10,ENSG00000135018,UBQLN1,Bcell
13,BcellM10,ENSG00000110711,AIP,Bcell
14,BcellM10,ENSG00000100246,DNAL4,Bcell
15,BcellM10,ENSG00000063177,RPL18,Bcell
16,BcellM10,ENSG00000129534,MIS18BP1,Bcell
17,BcellM10,ENSG00000197958,RPL12,Bcell
18,BcellM10,ENSG00000126091,ST3GAL3,Bcell
19,BcellM10,ENSG00000237111,IGHJ3P,Bcell
20,BcellM10,ENSG00000005469,CROT,Bcell
21,BcellM10,ENSG00000173020,ADRBK1,Bcell
22,BcellM10,ENSG00000159884,CCDC107,Bcell
23,BcellM10,ENSG00000203710,CR1,Bcell
24,BcellM10,ENSG00000196437,ZNF569,Bcell
25,BcellM10,ENSG00000196693,ZNF33B,Bcell
26,BcellM10,ENSG00000139154,AEBP2,Bcell
27,BcellM10,ENSG00000177565,TBL1XR1,Bcell
28,BcellM10,ENSG00000173581,CCDC106,Bcell
29,BcellM10,ENSG00000159921,GNE,Bcell
30,BcellM10,ENSG00000198677,TTC37,Bcell
31,BcellM10,ENSG00000063244,U2AF2,Bcell
32,BcellM10,ENSG00000041988,THAP3,Bcell
33,BcellM10,ENSG00000114767,RRP9,Bcell
34,BcellM10,ENSG00000136490,LIMD2,Bcell
35,BcellM10,ENSG00000115504,EHBP1,Bcell
36,BcellM10,ENSG00000010361,FUZ,Bcell
37,BcellM10,ENSG00000063245,EPN1,Bcell
38,BcellM10,ENSG00000070950,RAD18,Bcell
39,BcellM10,ENSG00000196466,ZNF799,Bcell
40,BcellM10,ENSG00000189050,RNFT1,Bcell
41,BcellM10,ENSG00000171604,CXXC5,Bcell
42,BcellM10,ENSG00000100852,ARHGAP5,Bcell
43,BcellM10,ENSG00000140988,RPS2,Bcell
44,BcellM10,ENSG00000086848,ALG9,Bcell
45,BcellM10,ENSG00000100983,GSS,Bcell
46,BcellM10,ENSG00000138386,NAB1,Bcell
47,BcellM10,ENSG00000159720,ATP6V0D1,Bcell
48,BcellM10,ENSG00000122741,DCAF10,Bcell
49,BcellM10,ENSG00000072958,AP1M1,Bcell
50,BcellM10,ENSG00000100982,PCIF1,Bcell
51,BcellM10,ENSG00000181038,METTL23,Bcell
52,BcellM10,ENSG00000119231,SENP5,Bcell
53,BcellM10,ENSG00000110713,NUP98,Bcell
54,BcellM10,ENSG00000174197,MGA,Bcell
55,BcellM10,ENSG00000221817,RP11-137L10.6,Bcell
56,BcellM10,ENSG00000139197,PEX5,Bcell
57,BcellM10,ENSG00000090857,PDPR,Bcell
58,BcellM10,ENSG00000031823,RANBP3,Bcell
59,BcellM10,ENSG00000167384,ZNF180,Bcell
60,BcellM10,ENSG00000127989,MTERF,Bcell
61,BcellM10,ENSG00000151835,SACS,Bcell
62,BcellM10,ENSG00000136286,MYO1G,Bcell
63,BcellM10,ENSG00000160813,PPP1R35,Bcell
64,BcellM10,ENSG00000216937,CCDC7,Bcell
65,BcellM10,ENSG00000013583,HEBP1,Bcell
66,BcellM10,ENSG00000172493,AFF1,Bcell
67,BcellM10,ENSG00000241360,PDXP,Bcell
68,BcellM10,ENSG00000104529,EEF1D,Bcell
69,BcellM10,ENSG00000169696,ASPSCR1,Bcell
70,BcellM10,ENSG00000137207,YIPF3,Bcell
71,BcellM10,ENSG00000092871,RFFL,Bcell
72,BcellM10,ENSG00000163939,PBRM1,Bcell
73,BcellM10,ENSG00000138814,PPP3CA,Bcell
74,BcellM10,ENSG00000159459,UBR1,Bcell
75,BcellM10,ENSG00000072818,ACAP1,Bcell
76,BcellM10,ENSG00000173153,ESRRA,Bcell
77,BcellM10,ENSG00000135537,LACE1,Bcell
78,BcellM10,ENSG00000072803,FBXW11,Bcell
79,BcellM10,ENSG00000057704,TMCC3,Bcell
80,BcellM10,ENSG00000023516,AKAP11,Bcell
81,BcellM10,ENSG00000127586,CHTF18,Bcell
82,BcellM10,ENSG00000125691,RPL23,Bcell
83,BcellM10,ENSG00000165688,PMPCA,Bcell
84,BcellM10,ENSG00000168152,THAP9,Bcell
85,BcellM10,ENSG00000153975,ZUFSP,Bcell
86,BcellM10,ENSG00000058056,USP13,Bcell
87,BcellM10,ENSG00000176783,RUFY1,Bcell
88,BcellM10,ENSG00000074935,TUBE1,Bcell
89,BcellM10,ENSG00000210049,J01415.2,Bcell
90,BcellM10,ENSG00000119314,PTBP3,Bcell
91,BcellM10,ENSG00000026297,RNASET2,Bcell
92,BcellM10,ENSG00000130305,NSUN5,Bcell
93,BcellM10,ENSG00000235453,TOPORS-AS1,Bcell
94,BcellM10,ENSG00000237611,AL353898.3,Bcell
95,BcellM10,ENSG00000106692,FKTN,Bcell
96,BcellM10,ENSG00000117868,ESYT2,Bcell
97,BcellM10,ENSG00000130429,ARPC1B,Bcell
98,BcellM10,ENSG00000171862,PTEN,Bcell
99,BcellM10,ENSG00000111371,SLC38A1,Bcell
100,BcellM10,ENSG00000233927,RPS28,Bcell
101,BcellM10,ENSG00000151806,GUF1,Bcell
102,BcellM10,ENSG00000163703,CRELD1,Bcell
103,BcellM10,ENSG00000115232,ITGA4,Bcell
104,BcellM10,ENSG00000197535,MYO5A,Bcell
105,BcellM10,ENSG00000129535,NRL,Bcell
106,BcellM10,ENSG00000132005,RFX1,Bcell
107,BcellM10,ENSG00000186577,C6orf1,Bcell
108,BcellM10,ENSG00000120913,PDLIM2,Bcell
109,BcellM10,ENSG00000148296,SURF6,Bcell
110,BcellM10,ENSG00000105372,RPS19,Bcell
111,BcellM10,ENSG00000143970,ASXL2,Bcell
112,BcellM10,ENSG00000144357,UBR3,Bcell
113,BcellM10,ENSG00000180488,FAM73A,Bcell
114,BcellM10,ENSG00000130811,EIF3G,Bcell
115,BcellM10,ENSG00000157303,SUSD3,Bcell
116,BcellM10,ENSG00000112561,TFEB,Bcell
117,BcellM10,ENSG00000110025,SNX15,Bcell
118,BcellM10,ENSG00000148331,ASB6,Bcell
119,BcellM10,ENSG00000101745,ANKRD12,Bcell
120,BcellM10,ENSG00000120800,UTP20,Bcell
121,BcellM10,ENSG00000185112,FAM43A,Bcell
122,BcellM10,ENSG00000156026,MCU,Bcell
123,BcellM10,ENSG00000165209,STRBP,Bcell
124,BcellM10,ENSG00000146576,C7orf26,Bcell
125,BcellM10,ENSG00000068796,KIF2A,Bcell
126,BcellM10,ENSG00000214013,GANC,Bcell
127,BcellM10,ENSG00000100243,CYB5R3,Bcell
128,BcellM10,ENSG00000134987,WDR36,Bcell
129,BcellM10,ENSG00000089327,FXYD5,Bcell
130,BcellM10,ENSG00000132466,ANKRD17,Bcell
131,BcellM10,ENSG00000103496,STX4,Bcell
132,BcellM10,ENSG00000003509,NDUFAF7,Bcell
133,BcellM10,ENSG00000126070,EIF2C3,Bcell
134,BcellM10,ENSG00000166822,TMEM170A,Bcell
135,BcellM10,ENSG00000101152,DNAJC5,Bcell
136,BcellM10,ENSG00000105053,VRK3,Bcell
137,BcellM10,ENSG00000162434,JAK1,Bcell
138,BcellM10,ENSG00000186063,AIDA,Bcell
139,BcellM10,ENSG00000138767,CNOT6L,Bcell
140,BcellM10,ENSG00000145388,METTL14,Bcell
141,BcellM10,ENSG00000183751,TBL3,Bcell
142,BcellM10,ENSG00000051523,CYBA,Bcell
143,BcellM10,ENSG00000051382,PIK3CB,Bcell
144,BcellM10,ENSG00000185187,SIGIRR,Bcell
145,BcellM10,ENSG00000076924,XAB2,Bcell
146,BcellM10,ENSG00000164764,SBSPON,Bcell
147,BcellM10,ENSG00000227232,WASH7P,Bcell
148,BcellM10,ENSG00000099999,RNF215,Bcell
149,BcellM10,ENSG00000149930,TAOK2,Bcell
150,BcellM10,ENSG00000163322,FAM175A,Bcell
151,BcellM10,ENSG00000166037,CEP57,Bcell
152,BcellM10,ENSG00000101150,TPD52L2,Bcell
153,BcellM10,ENSG00000146247,PHIP,Bcell
154,BcellM10,ENSG00000054611,TBC1D22A,Bcell
155,BcellM10,ENSG00000105223,PLD3,Bcell
156,BcellM10,ENSG00000157911,PEX10,Bcell
157,BcellM10,ENSG00000104218,CSPP1,Bcell
158,BcellM10,ENSG00000069493,CLEC2D,Bcell
159,BcellM10,ENSG00000119661,DNAL1,Bcell
160,BcellM10,ENSG00000097033,SH3GLB1,Bcell
161,BcellM10,ENSG00000121680,PEX16,Bcell
162,BcellM10,ENSG00000148303,RPL7A,Bcell
163,BcellM10,ENSG00000161405,IKZF3,Bcell
164,BcellM10,ENSG00000152082,MZT2B,Bcell
165,BcellM10,ENSG00000161677,JOSD2,Bcell
166,BcellM10,ENSG00000172216,CEBPB,Bcell
167,BcellM10,ENSG00000066336,SPI1,Bcell
168,BcellM10,ENSG00000160993,ALKBH4,Bcell
169,BcellM10,ENSG00000156738,MS4A1,Bcell
170,BcellM10,ENSG00000120137,PANK3,Bcell
171,BcellM10,ENSG00000107614,TRDMT1,Bcell
172,BcellM10,ENSG00000187266,EPOR,Bcell
173,BcellM10,ENSG00000005448,WDR54,Bcell
174,BcellM10,ENSG00000166169,POLL,Bcell
175,BcellM10,ENSG00000090447,TFAP4,Bcell
176,BcellM10,ENSG00000121988,ZRANB3,Bcell
177,BcellM10,ENSG00000106330,MOSPD3,Bcell
178,BcellM10,ENSG00000111731,KIAA0528,Bcell
179,BcellM10,ENSG00000183172,C22orf32,Bcell
180,BcellM10,ENSG00000175826,CTDNEP1,Bcell
181,BcellM10,ENSG00000114742,WDR48,Bcell
182,BcellM10,ENSG00000014216,CAPN1,Bcell
183,BcellM10,ENSG00000170892,TSEN34,Bcell
184,BcellM10,ENSG00000204642,HLA-F,Bcell
185,BcellM10,ENSG00000125611,CHCHD5,Bcell
186,BcellM10,ENSG00000052841,TTC17,Bcell
187,BcellM10,ENSG00000171130,ATP6V0E2,Bcell
188,BcellM10,ENSG00000143498,TAF1A,Bcell
189,BcellM10,ENSG00000092439,TRPM7,Bcell
190,BcellM10,ENSG00000158290,CUL4B,Bcell
191,BcellM10,ENSG00000189343,RPS2P46,Bcell
192,BcellM10,ENSG00000137502,RAB30,Bcell
193,BcellM10,ENSG00000128563,PRKRIP1,Bcell
194,BcellM10,ENSG00000160352,ZNF714,Bcell
195,BcellM10,ENSG00000175634,RPS6KB2,Bcell
196,BcellM10,ENSG00000141570,CBX8,Bcell
197,BcellM10,ENSG00000160932,LY6E,Bcell
198,BcellM10,ENSG00000151490,PTPRO,Bcell
199,BcellM10,ENSG00000004766,CCDC132,Bcell
200,BcellM10,ENSG00000100142,POLR2F,Bcell
201,BcellM10,ENSG00000100075,SLC25A1,Bcell
202,BcellM10,ENSG00000080345,RIF1,Bcell
203,BcellM10,ENSG00000100239,PPP6R2,Bcell
204,BcellM10,ENSG00000118246,FASTKD2,Bcell
205,BcellM10,ENSG00000169249,ZRSR2,Bcell
206,BcellM10,ENSG00000144161,ZC3H8,Bcell
207,BcellM10,ENSG00000013810,TACC3,Bcell
208,BcellM10,ENSG00000185122,HSF1,Bcell
209,BcellM10,ENSG00000148341,SH3GLB2,Bcell
210,BcellM10,ENSG00000141522,ARHGDIA,Bcell
211,BcellM10,ENSG00000152689,RASGRP3,Bcell
212,BcellM10,ENSG00000083444,PLOD1,Bcell
213,BcellM10,ENSG00000146066,HIGD2A,Bcell
214,BcellM10,ENSG00000178951,ZBTB7A,Bcell
215,BcellM10,ENSG00000105640,RPL18A,Bcell
216,BcellM10,ENSG00000007168,PAFAH1B1,Bcell
217,BcellM10,ENSG00000005486,RHBDD2,Bcell
218,BcellM10,ENSG00000146707,POMZP3,Bcell
219,BcellM10,ENSG00000198894,KIAA1737,Bcell
220,BcellM10,ENSG00000169972,PUSL1,Bcell
221,BcellM10,ENSG00000176371,ZSCAN2,Bcell
222,BcellM10,ENSG00000124356,STAMBP,Bcell
223,BcellM10,ENSG00000111652,COPS7A,Bcell
224,BcellM10,ENSG00000156162,DPY19L4,Bcell
225,BcellM10,ENSG00000175073,VCPIP1,Bcell
226,BcellM10,ENSG00000093010,COMT,Bcell
227,BcellM10,ENSG00000076944,STXBP2,Bcell
228,BcellM10,ENSG00000105926,MPP6,Bcell
229,BcellM10,ENSG00000175105,ZNF654,Bcell
230,BcellM10,ENSG00000025434,NR1H3,Bcell
231,BcellM10,ENSG00000132436,FIGNL1,Bcell
232,BcellM10,ENSG00000102043,MTMR8,Bcell
233,BcellM10,ENSG00000182858,ALG12,Bcell
234,BcellM10,ENSG00000144028,SNRNP200,Bcell
235,BcellM10,ENSG00000118181,RPS25,Bcell
236,BcellM10,ENSG00000159674,SPON2,Bcell
237,BcellM10,ENSG00000111679,PTPN6,Bcell
238,BcellM10,ENSG00000185900,SGK196,Bcell
239,BcellM10,ENSG00000115419,GLS,Bcell
240,BcellM10,ENSG00000165525,NEMF,Bcell
241,BcellM10,ENSG00000181827,RFX7,Bcell
242,BcellM10,ENSG00000155744,FAM126B,Bcell
243,BcellM10,ENSG00000111596,CNOT2,Bcell
244,BcellM10,ENSG00000241839,PLEKHO2,Bcell
245,BcellM10,ENSG00000227507,LTB,Bcell
246,BcellM10,ENSG00000229809,ZNF688,Bcell
247,BcellM10,ENSG00000114631,PODXL2,Bcell
248,BcellM10,ENSG00000111727,HCFC2,Bcell
249,BcellM10,ENSG00000114331,ACAP2,Bcell
250,BcellM10,ENSG00000188786,MTF1,Bcell
251,BcellM10,ENSG00000240041,IGHJ4,Bcell
252,BcellM10,ENSG00000197530,MIB2,Bcell
253,BcellM10,ENSG00000140564,FURIN,Bcell
254,BcellM10,ENSG00000102003,SYP,Bcell
255,BcellM10,ENSG00000232372,RP11-504P24.2,Bcell
256,BcellM10,ENSG00000172366,FAM195A,Bcell
257,BcellM10,ENSG00000267309,CTD-2630F21.1,Bcell
258,BcellM10,ENSG00000168538,TRAPPC11,Bcell
259,BcellM10,ENSG00000164603,C7orf60,Bcell
260,BcellM10,ENSG00000167543,TP53I13,Bcell
261,BcellM10,ENSG00000103024,NME3,Bcell
262,BcellM10,ENSG00000169692,AGPAT2,Bcell
263,BcellM10,ENSG00000056277,ZNF280C,Bcell
264,BcellM10,ENSG00000134248,LAMTOR5,Bcell
265,BcellM10,ENSG00000118873,RAB3GAP2,Bcell
266,BcellM10,ENSG00000187145,MRPS21,Bcell
267,BcellM10,ENSG00000125148,MT2A,Bcell
268,BcellM10,ENSG00000177096,FAM109B,Bcell
269,BcellM10,ENSG00000119285,HEATR1,Bcell
270,BcellM10,ENSG00000146802,TMEM168,Bcell
271,BcellM10,ENSG00000127948,POR,Bcell
272,BcellM10,ENSG00000122435,TRMT13,Bcell
273,BcellM10,ENSG00000109854,HTATIP2,Bcell
274,BcellM10,ENSG00000083807,SLC27A5,Bcell
275,BcellM10,ENSG00000148719,DNAJB12,Bcell
276,BcellM10,ENSG00000137992,DBT,Bcell
277,BcellM10,ENSG00000253729,PRKDC,Bcell
278,BcellM10,ENSG00000123815,ADCK4,Bcell
279,BcellM10,ENSG00000181513,ACBD4,Bcell
280,BcellM10,ENSG00000119514,GALNT12,Bcell
281,BcellM10,ENSG00000126882,FAM78A,Bcell
282,BcellM10,ENSG00000173744,AGFG1,Bcell
283,BcellM10,ENSG00000103479,RBL2,Bcell
284,BcellM10,ENSG00000197045,GMFB,Bcell
285,BcellM10,ENSG00000146281,PM20D2,Bcell
286,BcellM10,ENSG00000213753,RPL23AP79,Bcell
287,BcellM10,ENSG00000182500,ORAI1,Bcell
288,BcellM10,ENSG00000116691,MIIP,Bcell
289,BcellM10,ENSG00000174744,BRMS1,Bcell
290,BcellM10,ENSG00000248333,CDK11B,Bcell
291,BcellM10,ENSG00000103507,BCKDK,Bcell
292,BcellM10,ENSG00000068745,IP6K2,Bcell
293,BcellM10,ENSG00000104983,CCDC61,Bcell
294,BcellM10,ENSG00000149743,TRPT1,Bcell
295,BcellM10,ENSG00000059758,CDK17,Bcell
296,BcellM10,ENSG00000164896,FASTK,Bcell
297,BcellM10,ENSG00000214262,ANKRD36BP1,Bcell
298,BcellM10,ENSG00000179943,FIZ1,Bcell
299,BcellM10,ENSG00000105866,SP4,Bcell
300,BcellM10,ENSG00000135441,BLOC1S1,Bcell
301,BcellM10,ENSG00000155903,RASA2,Bcell
302,BcellM10,ENSG00000174799,CEP135,Bcell
303,BcellM10,ENSG00000052723,SIKE1,Bcell
304,BcellM10,ENSG00000115020,PIKFYVE,Bcell
305,BcellM10,ENSG00000088992,TESC,Bcell
306,BcellM10,ENSG00000159023,EPB41,Bcell
307,BcellM10,ENSG00000163002,NUP35,Bcell
308,BcellM10,ENSG00000117419,ERI3,Bcell
309,BcellM10,ENSG00000172732,MUS81,Bcell
310,BcellM10,ENSG00000188419,CHM,Bcell
311,BcellM10,ENSG00000158526,TSR2,Bcell
312,BcellM10,ENSG00000134852,CLOCK,Bcell
313,BcellM10,ENSG00000147382,FAM58A,Bcell
314,BcellM10,ENSG00000090020,SLC9A1,Bcell
315,BcellM10,ENSG00000260920,RP1-228H13.5,Bcell
316,BcellM10,ENSG00000187790,FANCM,Bcell
317,BcellM10,ENSG00000197619,ZNF615,Bcell
318,BcellM10,ENSG00000102349,KLF8,Bcell
319,BcellM10,ENSG00000213722,DDAH2,Bcell
320,BcellM10,ENSG00000189362,TMEM194B,Bcell
321,BcellM10,ENSG00000105700,KXD1,Bcell
322,BcellM10,ENSG00000261786,RP4-555D20.2,Bcell
323,BcellM10,ENSG00000105583,WDR83OS,Bcell
324,BcellM10,ENSG00000135090,TAOK3,Bcell
325,BcellM10,ENSG00000165983,PTER,Bcell
326,BcellM10,ENSG00000168936,TMEM129,Bcell
327,BcellM10,ENSG00000126005,MMP24-AS1,Bcell
328,BcellM10,ENSG00000254503,CTD-2521M24.4,Bcell
329,BcellM10,ENSG00000113456,RAD1,Bcell
330,BcellM10,ENSG00000104998,IL27RA,Bcell
331,BcellM10,ENSG00000127980,PEX1,Bcell
332,BcellM10,ENSG00000067829,IDH3G,Bcell
333,BcellM10,ENSG00000167393,PPP2R3B,Bcell
334,BcellM10,ENSG00000113522,RAD50,Bcell
335,BcellM10,ENSG00000141837,CACNA1A,Bcell
336,BcellM10,ENSG00000198258,UBL5,Bcell
337,BcellM10,ENSG00000162616,DNAJB4,Bcell
338,BcellM10,ENSG00000158109,TPRG1L,Bcell
339,BcellM10,ENSG00000130956,HABP4,Bcell
340,BcellM10,ENSG00000008517,IL32,Bcell
341,BcellM10,ENSG00000102030,NAA10,Bcell
342,BcellM10,ENSG00000103995,CEP152,Bcell
343,BcellM10,ENSG00000102890,ELMO3,Bcell
344,BcellM10,ENSG00000213445,SIPA1,Bcell
345,BcellM10,ENSG00000198453,ZNF568,Bcell
346,BcellM10,ENSG00000117602,RCAN3,Bcell
347,BcellM10,ENSG00000167447,SMG8,Bcell
348,BcellM10,ENSG00000163794,UCN,Bcell
349,BcellM10,ENSG00000108591,DRG2,Bcell
350,BcellM10,ENSG00000168899,VAMP5,Bcell
351,BcellM10,ENSG00000118454,ANKRD13C,Bcell
352,BcellM10,ENSG00000147475,ERLIN2,Bcell
353,BcellM10,ENSG00000103187,COTL1,Bcell
354,BcellM10,ENSG00000163904,SENP2,Bcell
355,BcellM10,ENSG00000170619,COMMD5,Bcell
356,BcellM10,ENSG00000130731,C16orf13,Bcell
357,BcellM10,ENSG00000158528,PPP1R9A,Bcell
358,BcellM10,ENSG00000115808,STRN,Bcell
359,BcellM10,ENSG00000100605,ITPK1,Bcell
360,BcellM10,ENSG00000117676,RPS6KA1,Bcell
361,BcellM10,ENSG00000205352,PRR13,Bcell
362,BcellM10,ENSG00000196199,MPHOSPH8,Bcell
363,BcellM10,ENSG00000162384,C1orf123,Bcell
364,BcellM10,ENSG00000135315,KIAA1009,Bcell
365,BcellM10,ENSG00000132142,ACACA,Bcell
366,BcellM10,ENSG00000115839,RAB3GAP1,Bcell
367,BcellM10,ENSG00000165813,C10orf118,Bcell
368,BcellM10,ENSG00000159363,ATP13A2,Bcell
369,BcellM10,ENSG00000164088,PPM1M,Bcell
370,BcellM10,ENSG00000103202,NME4,Bcell
371,BcellM10,ENSG00000105723,GSK3A,Bcell
372,BcellM10,ENSG00000119402,FBXW2,Bcell
373,BcellM10,ENSG00000131165,CHMP1A,Bcell
374,BcellM10,ENSG00000083896,YTHDC1,Bcell
375,BcellM10,ENSG00000100092,SH3BP1,Bcell
376,BcellM10,ENSG00000099204,ABLIM1,Bcell
377,BcellM10,ENSG00000177697,CD151,Bcell
378,BcellM10,ENSG00000143793,C1orf35,Bcell
379,BcellM10,ENSG00000049769,PPP1R3F,Bcell
380,BcellM10,ENSG00000158691,ZSCAN12,Bcell
381,BcellM10,ENSG00000167930,ITFG3,Bcell
382,BcellM10,ENSG00000128311,TST,Bcell
383,BcellM10,ENSG00000148187,MRRF,Bcell
384,BcellM10,ENSG00000143947,RPS27A,Bcell
385,BcellM10,ENSG00000167965,MLST8,Bcell
386,BcellM10,ENSG00000131188,PRR7,Bcell
387,BcellM10,ENSG00000167969,ECI1,Bcell
388,BcellM10,ENSG00000196358,NTNG2,Bcell
389,BcellM10,ENSG00000112146,FBXO9,Bcell
390,BcellM10,ENSG00000118596,SLC16A7,Bcell
391,BcellM10,ENSG00000183309,ZNF623,Bcell
392,BcellM10,ENSG00000231389,HLA-DPA1,Bcell
393,BcellM10,ENSG00000104946,TBC1D17,Bcell
394,BcellM10,ENSG00000149932,TMEM219,Bcell
395,BcellM10,ENSG00000150977,RILPL2,Bcell
396,BcellM10,ENSG00000178338,ZNF354B,Bcell
397,BcellM10,ENSG00000042493,CAPG,Bcell
398,BcellM10,ENSG00000260214,GS1-465N13.1,Bcell
399,BcellM10,ENSG00000215845,TSTD1,Bcell
400,BcellM10,ENSG00000178074,C2orf69,Bcell
401,BcellM10,ENSG00000089351,GRAMD1A,Bcell
402,BcellM10,ENSG00000136891,TEX10,Bcell
403,BcellM10,ENSG00000013364,MVP,Bcell
404,BcellM10,ENSG00000120063,GNA13,Bcell
405,BcellM10,ENSG00000122482,ZNF644,Bcell
406,BcellM10,ENSG00000171853,TRAPPC12,Bcell
407,BcellM10,ENSG00000175938,ORAI3,Bcell
408,BcellM10,ENSG00000149091,DGKZ,Bcell
409,BcellM10,ENSG00000134318,ROCK2,Bcell
410,BcellM10,ENSG00000137492,PRKRIR,Bcell
411,BcellM10,ENSG00000135847,ACBD6,Bcell
412,BcellM10,ENSG00000172954,LCLAT1,Bcell
413,BcellM10,ENSG00000127666,TICAM1,Bcell
414,BcellM10,ENSG00000033867,SLC4A7,Bcell
415,BcellM10,ENSG00000125877,ITPA,Bcell
416,BcellM10,ENSG00000176022,B3GALT6,Bcell
417,BcellM10,ENSG00000076641,PAG1,Bcell
418,BcellM10,ENSG00000163249,CCNYL1,Bcell
419,BcellM10,ENSG00000204351,SKIV2L,Bcell
420,BcellM10,ENSG00000217165,ANKRD18EP,Bcell
421,BcellM10,ENSG00000133069,TMCC2,Bcell
422,BcellM10,ENSG00000139133,ALG10,Bcell
423,BcellM10,ENSG00000135913,USP37,Bcell
424,BcellM10,ENSG00000132589,FLOT2,Bcell
425,BcellM10,ENSG00000058272,PPP1R12A,Bcell
426,BcellM10,ENSG00000110011,DNAJC4,Bcell
427,BcellM10,ENSG00000105877,DNAH11,Bcell
428,BcellM10,ENSG00000151893,CACUL1,Bcell
429,BcellM10,ENSG00000154945,ANKRD40,Bcell
430,BcellM10,ENSG00000136371,MTHFS,Bcell
431,BcellM10,ENSG00000091009,RBM27,Bcell
432,BcellM10,ENSG00000178980,SEPW1,Bcell
433,BcellM10,ENSG00000258199,RP11-977G19.5,Bcell
434,BcellM10,ENSG00000229729,RP11-159G9.5,Bcell
435,BcellM10,ENSG00000075624,ACTB,Bcell
436,BcellM10,ENSG00000113597,C5orf44,Bcell
437,BcellM10,ENSG00000163714,U2SURP,Bcell
438,BcellM10,ENSG00000264462,MIR3648,Bcell
439,BcellM10,ENSG00000196456,ZNF775,Bcell
440,BcellM10,ENSG00000180398,MCFD2,Bcell
441,BcellM10,ENSG00000180089,TMEM86B,Bcell
442,BcellM10,ENSG00000178093,TSSK6,Bcell
443,BcellM10,ENSG00000110057,UNC93B1,Bcell
444,BcellM10,ENSG00000203993,C9orf37,Bcell
445,BcellM10,ENSG00000121903,ZSCAN20,Bcell
446,BcellM10,ENSG00000262246,CORO7,Bcell
447,BcellM10,ENSG00000241781,AL161626.1,Bcell
448,BcellM10,ENSG00000256223,ZNF10,Bcell
449,BcellM10,ENSG00000168081,PNOC,Bcell
450,BcellM10,ENSG00000133250,ZNF414,Bcell
451,BcellM10,ENSG00000126934,MAP2K2,Bcell
452,BcellM10,ENSG00000100949,RABGGTA,Bcell
453,BcellM10,ENSG00000104756,KCTD9,Bcell
454,BcellM10,ENSG00000115661,STK16,Bcell
455,BcellM10,ENSG00000125734,GPR108,Bcell
456,BcellM10,ENSG00000139842,CUL4A,Bcell
457,BcellM10,ENSG00000083312,TNPO1,Bcell
458,BcellM10,ENSG00000164219,PGGT1B,Bcell
459,BcellM10,ENSG00000170006,TMEM154,Bcell
460,BcellM10,ENSG00000128011,LRFN1,Bcell
461,BcellM10,ENSG00000196218,RYR1,Bcell
462,BcellM10,ENSG00000064933,PMS1,Bcell
463,BcellM10,ENSG00000077616,NAALAD2,Bcell
464,BcellM10,ENSG00000105655,ISYNA1,Bcell
465,BcellM10,ENSG00000107669,ATE1,Bcell
466,BcellM10,ENSG00000174276,ZNHIT2,Bcell
467,BcellM10,ENSG00000180628,PCGF5,Bcell
468,BcellM10,ENSG00000211768,TRBJ2-4,Bcell
469,BcellM10,ENSG00000131652,THOC6,Bcell
470,BcellM10,ENSG00000186814,ZSCAN30,Bcell
471,BcellM10,ENSG00000116138,DNAJC16,Bcell
472,BcellM10,ENSG00000174365,SNHG11,Bcell
473,BcellM10,ENSG00000221883,ARIH2OS,Bcell
474,BcellM10,ENSG00000267796,LIN37,Bcell
475,BcellM10,ENSG00000142546,NOSIP,Bcell
476,BcellM10,ENSG00000070190,DAPP1,Bcell
477,BcellM10,ENSG00000167468,GPX4,Bcell
478,BcellM10,ENSG00000109572,CLCN3,Bcell
479,BcellM10,ENSG00000109606,DHX15,Bcell
480,BcellM10,ENSG00000164951,PDP1,Bcell
481,BcellM10,ENSG00000141569,TRIM65,Bcell
482,BcellM10,ENSG00000103275,UBE2I,Bcell
483,BcellM10,ENSG00000122122,SASH3,Bcell
484,BcellM10,ENSG00000254901,MEF2BNB,Bcell
485,BcellM10,ENSG00000091157,WDR7,Bcell
486,BcellM10,ENSG00000263142,RP11-156P1.1,Bcell
487,BcellM10,ENSG00000104863,LIN7B,Bcell
488,BcellM10,ENSG00000129158,SERGEF,Bcell
489,BcellM10,ENSG00000110344,UBE4A,Bcell
490,BcellM10,ENSG00000226287,TMEM191A,Bcell
491,BcellM10,ENSG00000204231,RXRB,Bcell
492,BcellM10,ENSG00000125817,CENPB,Bcell
493,BcellM10,ENSG00000172175,MALT1,Bcell
494,BcellM10,ENSG00000265975,CTB-41I6.2,Bcell
495,BcellM10,ENSG00000185813,PCYT2,Bcell
496,BcellM10,ENSG00000140563,MCTP2,Bcell
497,BcellM10,ENSG00000102189,EEA1,Bcell
498,BcellM10,ENSG00000103978,TMEM87A,Bcell
