,Module,Features,GeneName,CellType
1853,BcellM10,ENSG00000161914,ZNF653,Bcell
1854,BcellM10,ENSG00000132912,DCTN4,Bcell
1855,BcellM10,ENSG00000118058,MLL,Bcell
1856,BcellM10,ENSG00000140691,ARMC5,Bcell
1857,BcellM10,ENSG00000107938,C10orf137,Bcell
1858,BcellM10,ENSG00000145715,RASA1,Bcell
1859,BcellM10,ENSG00000065613,SLK,Bcell
1860,BcellM10,ENSG00000007376,RPUSD1,Bcell
1861,BcellM10,ENSG00000140718,FTO,Bcell
1862,BcellM10,ENSG00000198604,BAZ1A,Bcell
1863,BcellM10,ENSG00000100796,SMEK1,Bcell
1864,BcellM10,ENSG00000155640,C10orf12,Bcell
1865,BcellM10,ENSG00000159692,CTBP1,Bcell
1866,BcellM10,ENSG00000157191,NECAP2,Bcell
1867,BcellM10,ENSG00000135837,CEP350,Bcell
1868,BcellM10,ENSG00000131748,STARD3,Bcell
1869,BcellM10,ENSG00000171700,RGS19,Bcell
1870,BcellM10,ENSG00000198231,DDX42,Bcell
1871,BcellM10,ENSG00000134313,KIDINS220,Bcell
1872,BcellM10,ENSG00000070413,DGCR2,Bcell
1873,BcellM10,ENSG00000162601,MYSM1,Bcell
1874,BcellM10,ENSG00000070404,FSTL3,Bcell
1875,BcellM10,ENSG00000115307,AUP1,Bcell
1876,BcellM10,ENSG00000226958,RNA28S5,Bcell
1877,BcellM10,ENSG00000197903,HIST1H2BK,Bcell
1878,BcellM10,ENSG00000138041,SMEK2,Bcell
1879,BcellM10,ENSG00000076662,ICAM3,Bcell
1880,BcellM10,ENSG00000171448,ZBTB26,Bcell
1881,BcellM10,ENSG00000108021,FAM208B,Bcell
1882,BcellM10,ENSG00000215114,UBXN2B,Bcell
1883,BcellM10,ENSG00000134982,APC,Bcell
1884,BcellM10,ENSG00000225616,RP4-604A21.1,Bcell
1885,BcellM10,ENSG00000124198,ARFGEF2,Bcell
1886,BcellM10,ENSG00000255733,IFNG-AS1,Bcell
1887,BcellM10,ENSG00000114030,KPNA1,Bcell
1888,BcellM10,ENSG00000173041,ZNF680,Bcell
1889,BcellM10,ENSG00000092330,TINF2,Bcell
1890,BcellM10,ENSG00000173638,SLC19A1,Bcell
1891,BcellM10,ENSG00000141556,TBCD,Bcell
1892,BcellM10,ENSG00000172071,EIF2AK3,Bcell
1893,BcellM10,ENSG00000109113,RAB34,Bcell
1894,BcellM10,ENSG00000100014,SPECC1L,Bcell
1895,BcellM10,ENSG00000114127,XRN1,Bcell
1896,BcellM10,ENSG00000105963,ADAP1,Bcell
1897,BcellM10,ENSG00000166881,TMEM194A,Bcell
1898,BcellM10,ENSG00000188243,COMMD6,Bcell
1899,BcellM10,ENSG00000015285,WAS,Bcell
1900,BcellM10,ENSG00000182670,TTC3,Bcell
1901,BcellM10,ENSG00000196455,PIK3R4,Bcell
1902,BcellM10,ENSG00000085224,ATRX,Bcell
1903,BcellM10,ENSG00000162688,AGL,Bcell
1904,BcellM10,ENSG00000125676,THOC2,Bcell
1905,BcellM10,ENSG00000197147,LRRC8B,Bcell
1906,BcellM10,ENSG00000170448,NFXL1,Bcell
1907,BcellM10,ENSG00000185596,WASH3P,Bcell
1908,BcellM10,ENSG00000130255,RPL36,Bcell
1909,BcellM10,ENSG00000177192,PUS1,Bcell
1910,BcellM10,ENSG00000198947,DMD,Bcell
1911,BcellM10,ENSG00000102781,KATNAL1,Bcell
1912,BcellM10,ENSG00000133313,CNDP2,Bcell
1913,BcellM10,ENSG00000198000,NOL8,Bcell
1914,BcellM10,ENSG00000083223,ZCCHC6,Bcell
1915,BcellM10,ENSG00000132153,DHX30,Bcell
1916,BcellM10,ENSG00000168101,NUDT16L1,Bcell
1917,BcellM10,ENSG00000162227,TAF6L,Bcell
1918,BcellM10,ENSG00000166167,BTRC,Bcell
1919,BcellM10,ENSG00000139218,SCAF11,Bcell
1920,BcellM10,ENSG00000251247,ZNF345,Bcell
1921,BcellM10,ENSG00000162244,RPL29,Bcell
1922,BcellM10,ENSG00000143545,RAB13,Bcell
1923,BcellM10,ENSG00000064961,HMG20B,Bcell
1924,BcellM10,ENSG00000108774,RAB5C,Bcell
1925,BcellM10,ENSG00000149357,LAMTOR1,Bcell
1926,BcellM10,ENSG00000083520,DIS3,Bcell
1927,BcellM10,ENSG00000164054,SHISA5,Bcell
1928,BcellM10,ENSG00000154237,LRRK1,Bcell
1929,BcellM10,ENSG00000165752,STK32C,Bcell
1930,BcellM10,ENSG00000165322,ARHGAP12,Bcell
1931,BcellM10,ENSG00000257315,ZBED6,Bcell
1932,BcellM10,ENSG00000149582,TMEM25,Bcell
1933,BcellM10,ENSG00000261372,RP11-529H20.6,Bcell
1934,BcellM10,ENSG00000126216,TUBGCP3,Bcell
1935,BcellM10,ENSG00000142227,EMP3,Bcell
1936,BcellM10,ENSG00000091039,OSBPL8,Bcell
1937,BcellM10,ENSG00000131711,MAP1B,Bcell
1938,BcellM10,ENSG00000136877,FPGS,Bcell
1939,BcellM10,ENSG00000102910,LONP2,Bcell
1940,BcellM10,ENSG00000197302,ZNF720,Bcell
1941,BcellM10,ENSG00000112851,ERBB2IP,Bcell
1942,BcellM10,ENSG00000123066,MED13L,Bcell
1943,BcellM10,ENSG00000244187,TMEM141,Bcell
1944,BcellM10,ENSG00000181481,RNF135,Bcell
1945,BcellM10,ENSG00000100364,KIAA0930,Bcell
1946,BcellM10,ENSG00000186951,PPARA,Bcell
1947,BcellM10,ENSG00000215305,VPS16,Bcell
1948,BcellM10,ENSG00000128266,GNAZ,Bcell
1949,BcellM10,ENSG00000240370,RPL13P5,Bcell
1950,BcellM10,ENSG00000148334,PTGES2,Bcell
1951,BcellM10,ENSG00000105329,TGFB1,Bcell
1952,BcellM10,ENSG00000020922,MRE11A,Bcell
1953,BcellM10,ENSG00000114650,SCAP,Bcell
1954,BcellM10,ENSG00000144674,GOLGA4,Bcell
1955,BcellM10,ENSG00000108840,HDAC5,Bcell
1956,BcellM10,ENSG00000166266,CUL5,Bcell
1957,BcellM10,ENSG00000172794,RAB37,Bcell
1958,BcellM10,ENSG00000151553,FAM160B1,Bcell
1959,BcellM10,ENSG00000160213,CSTB,Bcell
1960,BcellM10,ENSG00000135736,CCDC102A,Bcell
1961,BcellM10,ENSG00000153560,UBP1,Bcell
1962,BcellM10,ENSG00000144909,OSBPL11,Bcell
1963,BcellM10,ENSG00000034152,MAP2K3,Bcell
1964,BcellM10,ENSG00000081237,PTPRC,Bcell
1965,BcellM10,ENSG00000135763,URB2,Bcell
1966,BcellM10,ENSG00000056097,ZFR,Bcell
1967,BcellM10,ENSG00000258920,FOXN3-AS1,Bcell
1968,BcellM10,ENSG00000196628,TCF4,Bcell
1969,BcellM10,ENSG00000109787,KLF3,Bcell
1970,BcellM10,ENSG00000160256,FAM207A,Bcell
1971,BcellM10,ENSG00000130332,LSM7,Bcell
1972,BcellM10,ENSG00000196268,ZNF493,Bcell
1973,BcellM10,ENSG00000163291,PAQR3,Bcell
1974,BcellM10,ENSG00000130159,ECSIT,Bcell
1975,BcellM10,ENSG00000147316,MCPH1,Bcell
1976,BcellM10,ENSG00000196642,RABL6,Bcell
1977,BcellM10,ENSG00000212907,MT-ND4L,Bcell
1978,BcellM10,ENSG00000157992,KRTCAP3,Bcell
1979,BcellM10,ENSG00000198586,TLK1,Bcell
1980,BcellM10,ENSG00000076258,FMO4,Bcell
1981,BcellM10,ENSG00000143337,TOR1AIP1,Bcell
1982,BcellM10,ENSG00000118965,WDR35,Bcell
1983,BcellM10,ENSG00000162520,SYNC,Bcell
1984,BcellM10,ENSG00000086544,ITPKC,Bcell
1985,BcellM10,ENSG00000255389,C6orf3,Bcell
1986,BcellM10,ENSG00000050748,MAPK9,Bcell
1987,BcellM10,ENSG00000232104,RP11-509J21.1,Bcell
1988,BcellM10,ENSG00000165178,NCF1C,Bcell
1989,BcellM10,ENSG00000100300,TSPO,Bcell
1990,BcellM10,ENSG00000134709,HOOK1,Bcell
1991,BcellM10,ENSG00000122507,BBS9,Bcell
1992,BcellM10,ENSG00000159761,C16orf86,Bcell
1993,BcellM10,ENSG00000138443,ABI2,Bcell
1994,BcellM10,ENSG00000122512,PMS2,Bcell
1995,BcellM10,ENSG00000101199,ARFGAP1,Bcell
1996,BcellM10,ENSG00000153406,NMRAL1,Bcell
1997,BcellM10,ENSG00000164574,GALNT10,Bcell
1998,BcellM10,ENSG00000067900,ROCK1,Bcell
1999,BcellM10,ENSG00000141873,SLC39A3,Bcell
2000,BcellM10,ENSG00000149781,FERMT3,Bcell
2001,BcellM10,ENSG00000132549,VPS13B,Bcell
2002,BcellM10,ENSG00000123607,TTC21B,Bcell
2003,BcellM10,ENSG00000168564,CDKN2AIP,Bcell
2004,BcellM10,ENSG00000175387,SMAD2,Bcell
2005,BcellM10,ENSG00000079387,SENP1,Bcell
2006,BcellM10,ENSG00000174109,C16orf91,Bcell
2007,BcellM10,ENSG00000179526,SHARPIN,Bcell
2008,BcellM10,ENSG00000141959,PFKL,Bcell
2009,BcellM10,ENSG00000175416,CLTB,Bcell
2010,BcellM10,ENSG00000168884,TNIP2,Bcell
2011,BcellM10,ENSG00000141027,NCOR1,Bcell
2012,BcellM10,ENSG00000115355,CCDC88A,Bcell
2013,BcellM10,ENSG00000173226,IQCB1,Bcell
2014,BcellM10,ENSG00000156858,PRR14,Bcell
2015,BcellM10,ENSG00000167792,NDUFV1,Bcell
2016,BcellM10,ENSG00000096872,IFT74,Bcell
2017,BcellM10,ENSG00000010818,HIVEP2,Bcell
2018,BcellM10,ENSG00000159086,GCFC1,Bcell
2019,BcellM10,ENSG00000087086,FTL,Bcell
2020,BcellM10,ENSG00000138080,EMILIN1,Bcell
2021,BcellM10,ENSG00000183354,KIAA2026,Bcell
2022,BcellM10,ENSG00000267100,ILF3-AS1,Bcell
2023,BcellM10,ENSG00000025800,KPNA6,Bcell
2024,BcellM10,ENSG00000137154,RPS6,Bcell
2025,BcellM10,ENSG00000174915,PTDSS2,Bcell
2026,BcellM10,ENSG00000064545,TMEM161A,Bcell
2027,BcellM10,ENSG00000015532,XYLT2,Bcell
2028,BcellM10,ENSG00000106211,HSPB1,Bcell
2029,BcellM10,ENSG00000164506,STXBP5,Bcell
2030,BcellM10,ENSG00000099385,BCL7C,Bcell
2031,BcellM10,ENSG00000181544,FANCB,Bcell
2032,BcellM10,ENSG00000090776,EFNB1,Bcell
2033,BcellM10,ENSG00000125731,SH2D3A,Bcell
2034,BcellM10,ENSG00000124243,BCAS4,Bcell
2035,BcellM10,ENSG00000133275,CSNK1G2,Bcell
2036,BcellM10,ENSG00000205758,CRYZL1,Bcell
2037,BcellM10,ENSG00000089682,RBM41,Bcell
2038,BcellM10,ENSG00000085382,HACE1,Bcell
2039,BcellM10,ENSG00000160072,ATAD3B,Bcell
2040,BcellM10,ENSG00000121060,TRIM25,Bcell
2041,BcellM10,ENSG00000168096,ANKS3,Bcell
2042,BcellM10,ENSG00000073849,ST6GAL1,Bcell
2043,BcellM10,ENSG00000081320,STK17B,Bcell
2044,BcellM10,ENSG00000175054,ATR,Bcell
2045,BcellM10,ENSG00000163481,RNF25,Bcell
2046,BcellM10,ENSG00000185163,DDX51,Bcell
2047,BcellM10,ENSG00000158467,AHCYL2,Bcell
2048,BcellM10,ENSG00000143442,POGZ,Bcell
2049,BcellM10,ENSG00000004059,ARF5,Bcell
2050,BcellM10,ENSG00000196233,LCOR,Bcell
2051,BcellM10,ENSG00000095321,CRAT,Bcell
2052,BcellM10,ENSG00000127125,PPCS,Bcell
2053,BcellM10,ENSG00000115365,LANCL1,Bcell
2054,BcellM10,ENSG00000172831,CES2,Bcell
2055,BcellM10,ENSG00000099899,TRMT2A,Bcell
2056,BcellM10,ENSG00000099330,OCEL1,Bcell
2057,BcellM10,ENSG00000156873,PHKG2,Bcell
2058,BcellM10,ENSG00000126247,CAPNS1,Bcell
2059,BcellM10,ENSG00000113593,PPWD1,Bcell
2060,BcellM10,ENSG00000008988,RPS20,Bcell
2061,BcellM10,ENSG00000157764,BRAF,Bcell
2062,BcellM10,ENSG00000108312,UBTF,Bcell
2063,BcellM10,ENSG00000138286,FAM149B1,Bcell
2064,BcellM10,ENSG00000147138,GPR174,Bcell
2065,BcellM10,ENSG00000155313,USP25,Bcell
2066,BcellM10,ENSG00000111678,C12orf57,Bcell
2067,BcellM10,ENSG00000089335,ZNF302,Bcell
2068,BcellM10,ENSG00000112306,RPS12,Bcell
2069,BcellM10,ENSG00000070269,C14orf101,Bcell
2070,BcellM10,ENSG00000075711,DLG1,Bcell
2071,BcellM10,ENSG00000115464,USP34,Bcell
2072,BcellM10,ENSG00000133597,ADCK2,Bcell
2073,BcellM10,ENSG00000177200,CHD9,Bcell
2074,BcellM10,ENSG00000136925,TSTD2,Bcell
2075,BcellM10,ENSG00000099785,MARCHF2,Bcell
2076,BcellM10,ENSG00000166595,FAM96B,Bcell
2077,BcellM10,ENSG00000182749,PAQR7,Bcell
2078,BcellM10,ENSG00000177225,PDDC1,Bcell
2079,BcellM10,ENSG00000215447,BX322557.10,Bcell
2080,BcellM10,ENSG00000105355,PLIN3,Bcell
2081,BcellM10,ENSG00000119927,GPAM,Bcell
2082,BcellM10,ENSG00000125520,SLC2A4RG,Bcell
2083,BcellM10,ENSG00000163946,FAM208A,Bcell
2084,BcellM10,ENSG00000155850,SLC26A2,Bcell
2085,BcellM10,ENSG00000269293,AL358933.1,Bcell
2086,BcellM10,ENSG00000130695,CEP85,Bcell
2087,BcellM10,ENSG00000128585,MKLN1,Bcell
2088,BcellM10,ENSG00000180304,OAZ2,Bcell
2089,BcellM10,ENSG00000170264,FAM161A,Bcell
2090,BcellM10,ENSG00000198832,RP3-412A9.11,Bcell
2091,BcellM10,ENSG00000134590,FAM127A,Bcell
2092,BcellM10,ENSG00000005075,POLR2J,Bcell
2093,BcellM10,ENSG00000075539,FRYL,Bcell
2094,BcellM10,ENSG00000179886,TIGD5,Bcell
2095,BcellM10,ENSG00000027847,B4GALT7,Bcell
2096,BcellM10,ENSG00000137414,FAM8A1,Bcell
2097,BcellM10,ENSG00000196367,TRRAP,Bcell
2098,BcellM10,ENSG00000148908,RGS10,Bcell
2099,BcellM10,ENSG00000129317,PUS7L,Bcell
2100,BcellM10,ENSG00000133704,IPO8,Bcell
2101,BcellM10,ENSG00000154102,C16orf74,Bcell
2102,BcellM10,ENSG00000245556,CTD-2037K23.2,Bcell
2103,BcellM10,ENSG00000102317,RBM3,Bcell
2104,BcellM10,ENSG00000142632,ARHGEF19,Bcell
2105,BcellM10,ENSG00000119655,NPC2,Bcell
2106,BcellM10,ENSG00000101189,MRGBP,Bcell
2107,BcellM10,ENSG00000132965,ALOX5AP,Bcell
2108,BcellM10,ENSG00000181135,ZNF707,Bcell
2109,BcellM10,ENSG00000071553,ATP6AP1,Bcell
2110,BcellM10,ENSG00000182909,LENG9,Bcell
2111,BcellM10,ENSG00000167508,MVD,Bcell
2112,BcellM10,ENSG00000163932,PRKCD,Bcell
2113,BcellM10,ENSG00000171858,RPS21,Bcell
2114,BcellM10,ENSG00000074603,DPP8,Bcell
2115,BcellM10,ENSG00000105443,CYTH2,Bcell
2116,BcellM10,ENSG00000164187,LMBRD2,Bcell
2117,BcellM10,ENSG00000110395,CBL,Bcell
2118,BcellM10,ENSG00000139496,NUPL1,Bcell
2119,BcellM10,ENSG00000104872,PIH1D1,Bcell
2120,BcellM10,ENSG00000258429,PDF,Bcell
2121,BcellM10,ENSG00000058091,CDK14,Bcell
2122,BcellM10,ENSG00000123104,ITPR2,Bcell
2123,BcellM10,ENSG00000114383,TUSC2,Bcell
2124,BcellM10,ENSG00000254682,RP11-660L16.2,Bcell
2125,BcellM10,ENSG00000102882,MAPK3,Bcell
2126,BcellM10,ENSG00000148362,C9orf142,Bcell
2127,BcellM10,ENSG00000106701,FSD1L,Bcell
2128,BcellM10,ENSG00000147804,SLC39A4,Bcell
2129,BcellM10,ENSG00000211450,C11orf31,Bcell
2130,BcellM10,ENSG00000197102,DYNC1H1,Bcell
2131,BcellM10,ENSG00000124570,SERPINB6,Bcell
2132,BcellM10,ENSG00000122026,RPL21,Bcell
2133,BcellM10,ENSG00000214309,MBLAC1,Bcell
2134,BcellM10,ENSG00000177989,ODF3B,Bcell
2135,BcellM10,ENSG00000067225,PKM,Bcell
2136,BcellM10,ENSG00000196865,NHLRC2,Bcell
2137,BcellM10,ENSG00000105953,OGDH,Bcell
2138,BcellM10,ENSG00000174137,FAM53A,Bcell
2139,BcellM10,ENSG00000157426,AASDH,Bcell
2140,BcellM10,ENSG00000234171,AC108488.3,Bcell
2141,BcellM10,ENSG00000135241,PNPLA8,Bcell
2142,BcellM10,ENSG00000176410,DNAJC30,Bcell
2143,BcellM10,ENSG00000105556,MIER2,Bcell
2144,BcellM10,ENSG00000145916,RMND5B,Bcell
2145,BcellM10,ENSG00000126861,OMG,Bcell
2146,BcellM10,ENSG00000185591,SP1,Bcell
2147,BcellM10,ENSG00000197969,VPS13A,Bcell
2148,BcellM10,ENSG00000189079,ARID2,Bcell
2149,BcellM10,ENSG00000163517,HDAC11,Bcell
2150,BcellM10,ENSG00000112159,MDN1,Bcell
2151,BcellM10,ENSG00000173327,MAP3K11,Bcell
2152,BcellM10,ENSG00000164086,DUSP7,Bcell
2153,BcellM10,ENSG00000099622,CIRBP,Bcell
2154,BcellM10,ENSG00000112234,FBXL4,Bcell
2155,BcellM10,ENSG00000141933,TPGS1,Bcell
2156,BcellM10,ENSG00000178719,GRINA,Bcell
2157,BcellM10,ENSG00000223496,EXOSC6,Bcell
2158,BcellM10,ENSG00000163848,ZNF148,Bcell
2159,BcellM10,ENSG00000183617,MRPL54,Bcell
2160,BcellM10,ENSG00000119559,C19orf25,Bcell
2161,BcellM10,ENSG00000144426,NBEAL1,Bcell
2162,BcellM10,ENSG00000171425,ZNF581,Bcell
2163,BcellM10,ENSG00000128567,PODXL,Bcell
2164,BcellM10,ENSG00000185019,UBOX5,Bcell
2165,BcellM10,ENSG00000114391,RPL24,Bcell
2166,BcellM10,ENSG00000073169,RP3-402G11.5,Bcell
2167,BcellM10,ENSG00000161999,JMJD8,Bcell
2168,BcellM10,ENSG00000099910,KLHL22,Bcell
2169,BcellM10,ENSG00000112701,SENP6,Bcell
2170,BcellM10,ENSG00000105778,AVL9,Bcell
2171,BcellM10,ENSG00000107036,KIAA1432,Bcell
2172,BcellM10,ENSG00000136942,RPL35,Bcell
2173,BcellM10,ENSG00000224281,SLC25A5-AS1,Bcell
2174,BcellM10,ENSG00000099290,FAM21A,Bcell
2175,BcellM10,ENSG00000143811,PYCR2,Bcell
2176,BcellM10,ENSG00000169220,RGS14,Bcell
2177,BcellM10,ENSG00000177733,HNRNPA0,Bcell
2178,BcellM10,ENSG00000214022,REPIN1,Bcell
2179,BcellM10,ENSG00000048707,VPS13D,Bcell
2180,BcellM10,ENSG00000127220,ABHD8,Bcell
2181,BcellM10,ENSG00000178149,DALRD3,Bcell
2182,BcellM10,ENSG00000198715,C1orf85,Bcell
2183,BcellM10,ENSG00000100124,ANKRD54,Bcell
2184,BcellM10,ENSG00000127328,RAB3IP,Bcell
2185,BcellM10,ENSG00000157778,PSMG3,Bcell
2186,BcellM10,ENSG00000189077,TMEM120A,Bcell
2187,BcellM10,ENSG00000078177,N4BP2,Bcell
2188,BcellM10,ENSG00000182446,NPLOC4,Bcell
2189,BcellM10,ENSG00000154059,IMPACT,Bcell
2190,BcellM10,ENSG00000167700,MFSD3,Bcell
2191,BcellM10,ENSG00000110321,EIF4G2,Bcell
2192,BcellM10,ENSG00000105701,FKBP8,Bcell
2193,BcellM10,ENSG00000104221,BRF2,Bcell
2194,BcellM10,ENSG00000048140,TSPAN17,Bcell
2195,BcellM10,ENSG00000100097,LGALS1,Bcell
2196,BcellM10,ENSG00000198286,CARD11,Bcell
2197,BcellM10,ENSG00000115286,NDUFS7,Bcell
2198,BcellM10,ENSG00000242282,AC108488.4,Bcell
2199,BcellM10,ENSG00000110367,DDX6,Bcell
2200,BcellM10,ENSG00000176472,ZNF575,Bcell
2201,BcellM10,ENSG00000204536,CCHCR1,Bcell
2202,BcellM10,ENSG00000173338,KCNK7,Bcell
2203,BcellM10,ENSG00000204525,HLA-C,Bcell
2204,BcellM10,ENSG00000173588,CCDC41,Bcell
2205,BcellM10,ENSG00000167642,SPINT2,Bcell
2206,BcellM10,ENSG00000149761,NUDT22,Bcell
2207,BcellM10,ENSG00000100726,TELO2,Bcell
2208,BcellM10,ENSG00000225830,ERCC6,Bcell
2209,BcellM10,ENSG00000142544,CTU1,Bcell
2210,BcellM10,ENSG00000197540,GZMM,Bcell
2211,BcellM10,ENSG00000007372,PAX6,Bcell
2212,BcellM10,ENSG00000188677,PARVB,Bcell
2213,BcellM10,ENSG00000233264,AC006042.8,Bcell
2214,BcellM10,ENSG00000173473,SMARCC1,Bcell
2215,BcellM10,ENSG00000104903,LYL1,Bcell
2216,BcellM10,ENSG00000161618,ALDH16A1,Bcell
2217,BcellM10,ENSG00000100731,PCNX,Bcell
2218,BcellM10,ENSG00000141279,NPEPPS,Bcell
2219,BcellM10,ENSG00000169718,DUS1L,Bcell
2220,BcellM10,ENSG00000157741,UBN2,Bcell
2221,BcellM10,ENSG00000169592,INO80E,Bcell
2222,BcellM10,ENSG00000163956,LRPAP1,Bcell
2223,BcellM10,ENSG00000137601,NEK1,Bcell
2224,BcellM10,ENSG00000182899,RPL35A,Bcell
2225,BcellM10,ENSG00000087088,BAX,Bcell
2226,BcellM10,ENSG00000136237,RAPGEF5,Bcell
2227,BcellM10,ENSG00000213741,RPS29,Bcell
2228,BcellM10,ENSG00000144579,CTDSP1,Bcell
2229,BcellM10,ENSG00000100379,KCTD17,Bcell
2230,BcellM10,ENSG00000134352,IL6ST,Bcell
2231,BcellM10,ENSG00000118620,ZNF430,Bcell
2232,BcellM10,ENSG00000169093,ASMTL,Bcell
2233,BcellM10,ENSG00000196792,STRN3,Bcell
2234,BcellM10,ENSG00000103994,ZFP106,Bcell
2235,BcellM10,ENSG00000142252,GEMIN7,Bcell
2236,BcellM10,ENSG00000186787,SPIN2B,Bcell
2237,BcellM10,ENSG00000236104,ZBTB22,Bcell
2238,BcellM10,ENSG00000140382,HMG20A,Bcell
2239,BcellM10,ENSG00000170946,DNAJC24,Bcell
2240,BcellM10,ENSG00000206337,HCP5,Bcell
2241,BcellM10,ENSG00000137764,MAP2K5,Bcell
2242,BcellM10,ENSG00000182362,YBEY,Bcell
2243,BcellM10,ENSG00000115947,ORC4,Bcell
2244,BcellM10,ENSG00000182173,TSEN54,Bcell
2245,BcellM10,ENSG00000147874,HAUS6,Bcell
2246,BcellM10,ENSG00000105516,DBP,Bcell
2247,BcellM10,ENSG00000035681,NSMAF,Bcell
2248,BcellM10,ENSG00000177485,ZBTB33,Bcell
2249,BcellM10,ENSG00000161267,BDH1,Bcell
2250,BcellM10,ENSG00000198265,HELZ,Bcell
2251,BcellM10,ENSG00000177576,C18orf32,Bcell
2252,BcellM10,ENSG00000122970,IFT81,Bcell
2253,BcellM10,ENSG00000153029,MR1,Bcell
2254,BcellM10,ENSG00000128923,FAM63B,Bcell
2255,BcellM10,ENSG00000147526,TACC1,Bcell
2256,BcellM10,ENSG00000185338,SOCS1,Bcell
2257,BcellM10,ENSG00000117226,GBP3,Bcell
2258,BcellM10,ENSG00000182919,C11orf54,Bcell
2259,BcellM10,ENSG00000118640,VAMP8,Bcell
2260,BcellM10,ENSG00000133858,ZFC3H1,Bcell
2261,BcellM10,ENSG00000268573,RP11-158H5.7,Bcell
2262,BcellM10,ENSG00000267317,CTB-25B13.12,Bcell
2263,BcellM10,ENSG00000198718,FAM179B,Bcell
2264,BcellM10,ENSG00000163156,SCNM1,Bcell
2265,BcellM10,ENSG00000264364,RP11-159D12.9,Bcell
2266,BcellM10,ENSG00000228300,C19orf24,Bcell
2267,BcellM10,ENSG00000125652,ALKBH7,Bcell
2268,BcellM10,ENSG00000139505,MTMR6,Bcell
2269,BcellM10,ENSG00000127191,TRAF2,Bcell
2270,BcellM10,ENSG00000161179,YDJC,Bcell
2271,BcellM10,ENSG00000189306,RRP7A,Bcell
2272,BcellM10,ENSG00000173457,PPP1R14B,Bcell
2273,BcellM10,ENSG00000131018,SYNE1,Bcell
2274,BcellM10,ENSG00000122390,NAA60,Bcell
2275,BcellM10,ENSG00000062282,DGAT2,Bcell
2276,BcellM10,ENSG00000149231,CCDC82,Bcell
2277,BcellM10,ENSG00000160703,NLRX1,Bcell
2278,BcellM10,ENSG00000148606,POLR3A,Bcell
2279,BcellM10,ENSG00000132024,CC2D1A,Bcell
2280,BcellM10,ENSG00000129968,FAM108A1,Bcell
2281,BcellM10,ENSG00000061987,MON2,Bcell
2282,BcellM10,ENSG00000125458,NT5C,Bcell
2283,BcellM10,ENSG00000239776,AC079949.1,Bcell
2284,BcellM10,ENSG00000197008,ZNF138,Bcell
2285,BcellM10,ENSG00000103653,CSK,Bcell
2286,BcellM10,ENSG00000119787,ATL2,Bcell
2287,BcellM10,ENSG00000182325,FBXL6,Bcell
2288,BcellM10,ENSG00000117984,CTSD,Bcell
2289,BcellM10,ENSG00000125826,RBCK1,Bcell
2290,BcellM10,ENSG00000100410,PHF5A,Bcell
2291,BcellM10,ENSG00000124587,PEX6,Bcell
2292,BcellM10,ENSG00000011405,PIK3C2A,Bcell
2293,BcellM10,ENSG00000159082,SYNJ1,Bcell
2294,BcellM10,ENSG00000171159,C9orf16,Bcell
2295,BcellM10,ENSG00000137818,RPLP1,Bcell
2296,BcellM10,ENSG00000117475,BLZF1,Bcell
2297,BcellM10,ENSG00000082701,GSK3B,Bcell
2298,BcellM10,ENSG00000170604,IRF2BP1,Bcell
2299,BcellM10,ENSG00000115350,POLE4,Bcell
2300,BcellM10,ENSG00000151651,ADAM8,Bcell
2301,BcellM10,ENSG00000177732,SOX12,Bcell
2302,BcellM10,ENSG00000173992,CCS,Bcell
2303,BcellM10,ENSG00000105373,GLTSCR2,Bcell
2304,BcellM10,ENSG00000084093,REST,Bcell
2305,BcellM10,ENSG00000165288,BRWD3,Bcell
2306,BcellM10,ENSG00000120306,CYSTM1,Bcell
2307,BcellM10,ENSG00000166128,RAB8B,Bcell
2308,BcellM10,ENSG00000223804,BX284650.1,Bcell
2309,BcellM10,ENSG00000165475,CRYL1,Bcell
2310,BcellM10,ENSG00000196177,ACADSB,Bcell
2311,BcellM10,ENSG00000104825,NFKBIB,Bcell
2312,BcellM10,ENSG00000262049,RP13-1032I1.7,Bcell
2313,BcellM10,ENSG00000108094,CUL2,Bcell
2314,BcellM10,ENSG00000177731,FLII,Bcell
2315,BcellM10,ENSG00000113742,CPEB4,Bcell
2316,BcellM10,ENSG00000177600,RPLP2,Bcell
2317,BcellM10,ENSG00000107021,TBC1D13,Bcell
2318,BcellM10,ENSG00000115760,BIRC6,Bcell
2319,BcellM10,ENSG00000187954,CYHR1,Bcell
2320,BcellM10,ENSG00000090581,GNPTG,Bcell
2321,BcellM10,ENSG00000213638,ADAT3,Bcell
2322,BcellM10,ENSG00000253309,SERPINE3,Bcell
2323,BcellM10,ENSG00000169217,CD2BP2,Bcell
2324,BcellM10,ENSG00000161904,LEMD2,Bcell
2325,BcellM10,ENSG00000001561,ENPP4,Bcell
2326,BcellM10,ENSG00000125827,TMX4,Bcell
2327,BcellM10,ENSG00000107890,ANKRD26,Bcell
2328,BcellM10,ENSG00000196152,ZNF79,Bcell
2329,BcellM10,ENSG00000105755,ETHE1,Bcell
2330,BcellM10,ENSG00000124549,BTN2A3P,Bcell
2331,BcellM9,ENSG00000111860,CEP85L,Bcell
2332,BcellM9,ENSG00000234494,AC003665.1,Bcell
2333,BcellM9,ENSG00000152443,ZNF776,Bcell
